ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_24_P288836	0.214714	2.60E-02	2.7	-3.760638	1.95	HLA-DPB2	"major histocompatibility complex, class II, DP beta 2 (pseudogene)"
A_23_P106663	0.214754	2.60E-02	2.7	-3.761021	1.77	CKLF-CMTM1	CKLF-CMTM1 readthrough
A_32_P29083	0.214811	2.61E-02	-2.7	-3.761482	-2.75		
A_23_P325661	0.214956	2.61E-02	2.7	-3.762454	9.94E-01	ZNF134	zinc finger protein 134
A_23_P251893	0.214956	2.61E-02	2.7	-3.762548	1.08	BRAT1	BRCA1 associated ATM activator 1
A_23_P167358	0.215	2.61E-02	-2.7	-3.763337	-1.16		
A_23_P38106	0.215	2.61E-02	-2.7	-3.763357	-1.76	SPHK1	sphingosine kinase 1
A_23_P200267	0.215	2.61E-02	2.7	-3.763536	1.21	PCNX2	pecanex homolog 2 (Drosophila)
A_24_P218688	0.215	2.61E-02	2.7	-3.763783	1.29	ALDH3B1	aldehyde dehydrogenase 3 family member B1
A_24_P932760	0.215	2.61E-02	-2.7	-3.763905	-1.18	KLC1	kinesin light chain 1
A_32_P181725	0.215	2.61E-02	2.7	-3.764138	2.07		
A_23_P93898	0.215	2.61E-02	2.7	-3.764141	1.65	FSCN3	fascin actin-bundling protein 3
A_24_P703197	0.215199	2.62E-02	-2.7	-3.765465	-1.5	KYNU	kynureninase
A_23_P150549	0.215199	2.62E-02	2.7	-3.765672	1.41	PGA3	"pepsinogen 3, group I (pepsinogen A)"
A_23_P205007	0.215199	2.62E-02	2.7	-3.765827	1.32	IPO5	importin 5
A_23_P15564	0.215199	2.62E-02	2.7	-3.766017	1.19	AMZ2	archaelysin family metallopeptidase 2
A_23_P339633	0.215199	2.62E-02	2.7	-3.766046	1.02	GPATCH11	G-patch domain containing 11
A_23_P15247	0.215558	2.62E-02	2.7	-3.767987	1.1	CDIP1	cell death inducing p53 target 1
A_23_P255057	0.215558	2.62E-02	-2.7	-3.76809	-1.11	SLC35A5	solute carrier family 35 member A5
A_23_P41437	0.215609	2.63E-02	2.7	-3.768669	9.27E-01	UFSP2	UFM1 specific peptidase 2
A_23_P19987	0.215609	2.63E-02	-2.7	-3.768905	-2.9	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
A_32_P22139	0.215609	2.63E-02	2.7	-3.769037	1.99	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2
A_23_P983	0.215609	2.63E-02	2.7	-3.769118	1.23	PRDX6	peroxiredoxin 6
A_32_P196520	0.215611	2.63E-02	2.7	-3.769324	1.82	LSM11	"LSM11, U7 small nuclear RNA associated"
A_23_P405049	0.21568	2.63E-02	-2.7	-3.769838	-1.29	PTPRJ	"protein tyrosine phosphatase, receptor type J"
A_24_P335620	0.215863	2.63E-02	-2.7	-3.770951	-2.05	SLC7A5	solute carrier family 7 member 5
A_23_P97736	0.215863	2.63E-02	-2.7	-3.771073	-1.07	NCDN	neurochondrin
A_24_P227993	0.21594	2.63E-02	2.7	-3.771626	1.27	UBE2I	ubiquitin conjugating enzyme E2 I
A_24_P332482	0.216079	2.64E-02	2.7	-3.772458	1.07		
A_23_P87513	0.216257	2.64E-02	-2.69	-3.77366	-1.05	ATP6V0A2	ATPase H+ transporting V0 subunit a2
A_32_P232617	0.216257	2.64E-02	2.69	-3.773667	1.54		
A_23_P24244	0.216267	2.64E-02	-2.69	-3.773994	-1.24	FAM208B	family with sequence similarity 208 member B
A_23_P129695	0.216267	2.64E-02	-2.69	-3.774179	-3.23	VASN	vasorin
A_24_P267523	0.216267	2.64E-02	-2.69	-3.774363	-1.83	COX6B2	cytochrome c oxidase subunit 6B2
A_23_P8744	0.216267	2.64E-02	-2.69	-3.774504	-1.01	ESYT2	extended synaptotagmin 2
A_23_P158239	0.216296	2.64E-02	2.69	-3.774835	1.35	SHMT2	serine hydroxymethyltransferase 2
A_32_P221748	0.216454	2.64E-02	2.69	-3.775756	1.72		
A_32_P11058	0.216611	2.65E-02	-2.69	-3.77682	-1.38		
A_23_P327519	0.216611	2.65E-02	-2.69	-3.777223	-3.16	STARD4	StAR related lipid transfer domain containing 4
A_24_P178764	0.216611	2.65E-02	2.69	-3.77733	1.09		
A_23_P31584	0.216611	2.65E-02	2.69	-3.777422	1.35	IFT22	intraflagellar transport 22
A_23_P110462	0.216611	2.65E-02	-2.69	-3.77753	-1.22	PCDHB1	protocadherin beta 1
A_23_P152791	0.216611	2.65E-02	2.69	-3.777655	2.53	SLC16A6	solute carrier family 16 member 6
A_23_P206396	0.217023	2.65E-02	2.69	-3.779732	1.51	CKLF	chemokine like factor
A_24_P403303	0.217318	2.66E-02	2.69	-3.781271	1.1	PHF20L1	PHD finger protein 20-like 1
A_23_P204791	0.217326	2.66E-02	-2.69	-3.781505	-1.39	NOS1	nitric oxide synthase 1
A_32_P138032	0.21737	2.66E-02	-2.69	-3.7819	-1.66	C1orf61	chromosome 1 open reading frame 61
A_23_P99785	0.217437	2.66E-02	-2.69	-3.7824	-2.18	ZC2HC1C	zinc finger C2HC-type containing 1C
A_23_P207037	0.217543	2.66E-02	2.69	-3.783314	1.07	CD300A	CD300a molecule
A_23_P214360	0.217543	2.66E-02	-2.69	-3.783458	-1.19	IRF4	interferon regulatory factor 4
A_23_P154874	0.217543	2.66E-02	-2.69	-3.783475	-9.52E-01	DSCR3	DSCR3 arrestin fold containing
A_32_P83776	0.217644	2.67E-02	2.69	-3.784438	1.5	CCSAP	"centriole, cilia and spindle associated protein"
A_23_P44569	0.217644	2.67E-02	-2.69	-3.784461	-1.67	ABCC2	ATP binding cassette subfamily C member 2
A_32_P134209	0.217644	2.67E-02	2.69	-3.784634	9.72E-01	ACVR2B	activin A receptor type 2B
A_24_P6889	0.217644	2.67E-02	-2.69	-3.784815	-1.21	PIAS3	protein inhibitor of activated STAT 3
A_23_P48988	0.217644	2.67E-02	-2.69	-3.784919	-1.4	SH3GL3	"SH3 domain containing GRB2 like 3, endophilin A3"
A_32_P44073	0.217659	2.67E-02	2.69	-3.785181	1.19		
A_23_P203751	0.21774	2.67E-02	-2.69	-3.785901	-1.51	TMEM135	transmembrane protein 135
A_23_P94857	0.21774	2.67E-02	2.69	-3.786212	1.1	MAN1B1	mannosidase alpha class 1B member 1
A_24_P398572	0.21774	2.67E-02	2.69	-3.786816	4.51	IGF1	insulin like growth factor 1
A_24_P381838	0.21774	2.67E-02	2.69	-3.786874	1.47	MAN2A2	mannosidase alpha class 2A member 2
A_32_P126688	0.21774	2.67E-02	2.69	-3.78694	1.53		
A_23_P2705	0.21774	2.67E-02	2.69	-3.786966	2.34	LPAR6	lysophosphatidic acid receptor 6
A_23_P132248	0.21774	2.67E-02	2.69	-3.787122	1.04	ZMAT5	zinc finger matrin-type 5
A_23_P310350	0.21774	2.67E-02	2.69	-3.787122	1.58	SHPK	sedoheptulokinase
A_23_P203391	0.217797	2.68E-02	2.69	-3.787776	9.67E-01	ASRGL1	asparaginase like 1
A_23_P501276	0.217797	2.68E-02	-2.69	-3.787815	-1.18	TUBB2A	tubulin beta 2A class IIa
A_24_P535256	0.217797	2.68E-02	-2.69	-3.787968	-5.07	INHBA	inhibin beta A subunit
A_24_P208794	0.217916	2.68E-02	2.68	-3.788705	1.02	APEH	acylaminoacyl-peptide hydrolase
A_32_P92212	0.217958	2.68E-02	-2.68	-3.789295	-1.3		
A_23_P165707	0.217958	2.68E-02	-2.68	-3.789382	-1.17	LYG1	lysozyme g1
A_24_P142228	0.217958	2.68E-02	2.68	-3.789484	9.62E-01	RPL13	ribosomal protein L13
A_24_P940426	0.21798	2.68E-02	2.68	-3.789788	1.37	QKI	"QKI, KH domain containing RNA binding"
A_24_P693946	0.21798	2.68E-02	-2.68	-3.790098	-1.31		
A_23_P74766	0.21798	2.68E-02	2.68	-3.790232	1.02	HTR6	5-hydroxytryptamine receptor 6
A_24_P719579	0.21798	2.68E-02	2.68	-3.790378	1.01	CISD3	CDGSH iron sulfur domain 3
A_24_P123133	0.21798	2.68E-02	-2.68	-3.790562	-1.69	POGLUT1	protein O-glucosyltransferase 1
A_23_P313223	0.218112	2.69E-02	-2.68	-3.791356	-1	C11orf84	chromosome 11 open reading frame 84
A_32_P35486	0.218174	2.69E-02	2.68	-3.791834	1.8		
A_24_P759496	0.218218	2.69E-02	-2.68	-3.792314	-1.16		
A_24_P212611	0.218218	2.69E-02	2.68	-3.792425	9.38E-01		
A_32_P19431	0.218279	2.69E-02	2.68	-3.792893	9.96E-01	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1-like 2
A_23_P351844	0.218289	2.69E-02	2.68	-3.793136	3.79	CD1B	CD1b molecule
A_24_P262127	0.218347	2.69E-02	-2.68	-3.793767	-2.49	RRAD	"RRAD, Ras related glycolysis inhibitor and calcium channel regulator"
A_32_P129894	0.218347	2.69E-02	2.68	-3.793791	1.09	MEGF9	multiple EGF like domains 9
A_24_P302695	0.21846	2.69E-02	2.68	-3.794583	1.06	MRPL30	mitochondrial ribosomal protein L30
A_32_P114372	0.21846	2.70E-02	2.68	-3.794689	1.66		
A_32_P67223	0.218486	2.70E-02	-2.68	-3.795139	-1.87		
A_32_P228331	0.218486	2.70E-02	-2.68	-3.795469	-2.33		
A_24_P211351	0.218486	2.70E-02	-2.68	-3.795565	-1.2	DPH3P1	diphthamide biosynthesis 3 pseudogene 1
A_32_P202125	0.218486	2.70E-02	-2.68	-3.795592	-1.06	LOC100128988	uncharacterized LOC100128988
A_24_P144025	0.218544	2.70E-02	2.68	-3.796048	1.32		
A_23_P374812	0.218567	2.70E-02	2.68	-3.796345	1.43	ATM	ATM serine/threonine kinase
A_23_P406105	0.218718	2.70E-02	2.68	-3.797301	9.22E-01	GCN1	"GCN1, eIF2 alpha kinase activator homolog"
A_24_P376451	0.218718	2.70E-02	2.68	-3.797586	2.09	GDNF	glial cell derived neurotrophic factor
A_24_P462725	0.218718	2.70E-02	2.68	-3.797616	1.01		
A_32_P46510	0.218718	2.70E-02	2.68	-3.797809	1.34	ZC3H6	zinc finger CCCH-type containing 6
A_23_P111753	0.218777	2.70E-02	-2.68	-3.798272	-1.31	MRPL32	mitochondrial ribosomal protein L32
A_23_P153757	0.218924	2.71E-02	2.68	-3.799271	1.03	LSM4	"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
A_23_P89646	0.218924	2.71E-02	-2.68	-3.799323	-1.29	KRTAP9-2	keratin associated protein 9-2
A_23_P305692	0.218965	2.71E-02	-2.68	-3.799704	-1.2	ELMOD2	ELMO domain containing 2
A_23_P140316	0.21906	2.71E-02	2.68	-3.800398	1.59	GPR137C	G protein-coupled receptor 137C
A_32_P178842	0.21906	2.71E-02	2.68	-3.800867	1.01		
A_23_P71644	0.21906	2.71E-02	2.68	-3.801016	1.04	FANCG	Fanconi anemia complementation group G
A_23_P331928	0.21906	2.71E-02	2.68	-3.801228	1.51	CD109	CD109 molecule
A_24_P278762	0.21906	2.71E-02	2.68	-3.801392	1.06	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1
A_23_P150547	0.21906	2.71E-02	2.68	-3.801663	1.09	PGA3	"pepsinogen 3, group I (pepsinogen A)"
A_24_P248741	0.21906	2.71E-02	2.68	-3.801809	1.06	ZNF501	zinc finger protein 501
A_23_P259438	0.21906	2.71E-02	-2.68	-3.801873	-1.04	DCK	deoxycytidine kinase
A_23_P152548	0.21906	2.71E-02	-2.68	-3.801884	-1.11	SCPEP1	serine carboxypeptidase 1
A_24_P246748	0.219065	2.72E-02	2.68	-3.802099	1		
A_32_P152673	0.219214	2.72E-02	2.68	-3.802968	1.04	PABPC1	poly(A) binding protein cytoplasmic 1
A_24_P221375	0.219232	2.72E-02	2.68	-3.803241	1.06		
A_24_P917766	0.219511	2.72E-02	-2.67	-3.804694	-1.23		
A_23_P145053	0.219778	2.73E-02	-2.67	-3.806364	-1.63	TUBE1	tubulin epsilon 1
A_24_P306527	0.219778	2.73E-02	2.67	-3.806381	1.14		
A_23_P123336	0.219778	2.73E-02	-2.67	-3.806477	-1.52	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1
A_24_P244410	0.219797	2.73E-02	2.67	-3.806754	1.29	ANAPC15	anaphase promoting complex subunit 15
A_24_P867201	0.219812	2.73E-02	2.67	-3.807016	1.85	LIN7A	"lin-7 homolog A, crumbs cell polarity complex component"
A_23_P344281	0.219823	2.73E-02	2.67	-3.80726	1.2	ZIK1	zinc finger protein interacting with K protein 1
A_32_P77102	0.219849	2.73E-02	-2.67	-3.80757	-2.57	LINC00892	long intergenic non-protein coding RNA 892
A_32_P42354	0.219855	2.73E-02	-2.67	-3.807794	-1.06		
A_23_P135007	0.21992	2.73E-02	-2.67	-3.808276	-1.1	OR2S2	olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)
A_24_P170887	0.21993	2.73E-02	2.67	-3.808519	9.64E-01	C8orf33	chromosome 8 open reading frame 33
A_23_P73763	0.219942	2.73E-02	2.67	-3.80909	1.08	LAGE3	L antigen family member 3
A_23_P25003	0.219942	2.73E-02	-2.67	-3.809154	-9.26E-01	CLIP1	CAP-Gly domain containing linker protein 1
A_23_P18102	0.219942	2.74E-02	-2.67	-3.809314	-1.48	SENP5	SUMO1/sentrin specific peptidase 5
A_23_P76749	0.219942	2.74E-02	-2.67	-3.80935	-1	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16
A_32_P178537	0.219942	2.74E-02	2.67	-3.80961	1.4		
A_32_P196918	0.219942	2.74E-02	2.67	-3.809735	1.29	EIF3F	eukaryotic translation initiation factor 3 subunit F
A_23_P42829	0.220052	2.74E-02	2.67	-3.810422	1.09	SND1	staphylococcal nuclease and tudor domain containing 1
A_24_P941759	0.220097	2.74E-02	2.67	-3.810816	1.07	G2E3	G2/M-phase specific E3 ubiquitin protein ligase
A_24_P883664	0.22016	2.74E-02	-2.67	-3.811295	-2.24		
A_23_P20437	0.220161	2.74E-02	2.67	-3.811714	9.92E-01	TIGD5	tigger transposable element derived 5
A_23_P74178	0.220161	2.74E-02	2.67	-3.811877	1.27	HCRTR1	hypocretin receptor 1
A_24_P115762	0.220161	2.74E-02	2.67	-3.811934	2.61	CTSC	cathepsin C
A_32_P216015	0.220161	2.74E-02	2.67	-3.812258	2.06		
A_24_P24786	0.220161	2.74E-02	2.67	-3.812274	1.19		
A_32_P310219	0.220161	2.74E-02	2.67	-3.812621	1.58		
A_24_P25063	0.220161	2.74E-02	2.67	-3.812808	1.11		
A_23_P68311	0.220161	2.75E-02	-2.67	-3.812842	-1.85	ADGRF3	adhesion G protein-coupled receptor F3
A_23_P25313	0.220203	2.75E-02	2.67	-3.813252	1.23	BRI3BP	BRI3 binding protein
A_24_P390650	0.220203	2.75E-02	2.67	-3.813556	1.41	LINC00324	long intergenic non-protein coding RNA 324
A_24_P51360	0.220203	2.75E-02	2.67	-3.813612	1.05	LARS	leucyl-tRNA synthetase
A_23_P51069	0.220282	2.75E-02	2.67	-3.814209	1.17	COX5B	cytochrome c oxidase subunit 5B
A_23_P86434	0.220282	2.75E-02	-2.67	-3.814354	-1.24	JMJD1C-AS1	JMJD1C antisense RNA 1
A_23_P10091	0.220301	2.75E-02	2.67	-3.81463	1.87		
A_23_P373054	0.220504	2.75E-02	2.67	-3.815764	9.98E-01	TCAIM	"T-cell activation inhibitor, mitochondrial"
A_24_P750164	0.220504	2.75E-02	2.67	-3.815982	2.71	LINC01127	long intergenic non-protein coding RNA 1127
A_32_P35452	0.220504	2.75E-02	-2.67	-3.81624	-1.05		
A_32_P1701	0.220504	2.75E-02	2.67	-3.816309	1.01	POLA1	"DNA polymerase alpha 1, catalytic subunit"
A_23_P51339	0.220516	2.76E-02	-2.67	-3.816637	-1.51	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
A_23_P6481	0.220516	2.76E-02	2.67	-3.816752	1.65	TNRC6B	trinucleotide repeat containing 6B
A_23_P80473	0.220839	2.76E-02	2.67	-3.818388	1.31	CHST13	carbohydrate sulfotransferase 13
A_24_P401069	0.22088	2.76E-02	-2.67	-3.818764	-1.11		
A_32_P103633	0.220918	2.76E-02	2.67	-3.819128	1.16	MCM2	minichromosome maintenance complex component 2
A_24_P408603	0.220952	2.76E-02	-2.67	-3.819603	-1.97	RAB39B	"RAB39B, member RAS oncogene family"
A_23_P204937	0.220952	2.76E-02	2.66	-3.819664	1.83	RGCC	regulator of cell cycle
A_23_P144847	0.220993	2.77E-02	-2.66	-3.820039	-1.26	CDH12	cadherin 12
A_24_P281683	0.221043	2.77E-02	2.66	-3.820598	1.26		
A_24_P508410	0.221043	2.77E-02	2.66	-3.820877	9.50E-01	RPSA	ribosomal protein SA
A_24_P128880	0.221043	2.77E-02	2.66	-3.821435	1.32	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1
A_23_P142518	0.221043	2.77E-02	-2.66	-3.821491	-1.62	NACC1	nucleus accumbens associated 1
A_24_P212760	0.221043	2.77E-02	2.66	-3.821616	1.57	BAIAP2-AS1	BAIAP2 antisense RNA 1 (head to head)
A_23_P5742	0.221043	2.77E-02	2.66	-3.82177	1.61	CCDC121	coiled-coil domain containing 121
A_23_P83463	0.221043	2.77E-02	2.66	-3.822005	1.02	15-Sep	15 kDa selenoprotein
A_32_P755542	0.221043	2.77E-02	2.66	-3.822071	1.08	TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog
A_23_P201497	0.221043	2.77E-02	-2.66	-3.822083	-1.71	RASSF5	Ras association domain family member 5
A_23_P142475	0.221043	2.77E-02	2.66	-3.822186	1.21	RPS28	ribosomal protein S28
A_24_P389994	0.221111	2.77E-02	-2.66	-3.822688	-1.33	NADK	NAD kinase
A_23_P158925	0.221111	2.77E-02	2.66	-3.823009	2.11	ADGRA3	adhesion G protein-coupled receptor A3
A_24_P280901	0.221111	2.77E-02	2.66	-3.823066	1.13	RPL21	ribosomal protein L21
A_24_P133171	0.221185	2.78E-02	2.66	-3.823587	1.16	ELK3	"ELK3, ETS transcription factor"
A_32_P218355	0.221266	2.78E-02	-2.66	-3.824687	-1.45	C6orf132	chromosome 6 open reading frame 132
A_23_P379142	0.221266	2.78E-02	2.66	-3.825036	1.2	ZNF626	zinc finger protein 626
A_23_P89960	0.221266	2.78E-02	2.66	-3.825104	1.56	ZNF121	zinc finger protein 121
A_24_P384379	0.221266	2.78E-02	2.66	-3.825195	1.55		
A_23_P65555	0.221266	2.78E-02	-2.66	-3.825293	-1.5	SAV1	salvador family WW domain containing protein 1
A_23_P321485	0.221266	2.78E-02	2.66	-3.825348	1.04	COX18	"COX18, cytochrome c oxidase assembly factor"
A_24_P212834	0.221266	2.78E-02	2.66	-3.825396	1.04		
A_23_P151544	0.221266	2.78E-02	-2.66	-3.825484	-9.86E-01	DDX24	DEAD-box helicase 24
A_24_P920938	0.221698	2.79E-02	2.66	-3.82789	1.73		
A_32_P211558	0.221698	2.79E-02	2.66	-3.828175	1.02		
A_23_P417261	0.221698	2.79E-02	2.66	-3.828212	2.16	EFHB	EF-hand domain family member B
A_24_P102880	0.221698	2.79E-02	-2.66	-3.828369	-1.37	NAV1	neuron navigator 1
A_32_P154321	0.221698	2.79E-02	-2.66	-3.828472	-2.15		
A_24_P936041	0.221698	2.79E-02	-2.66	-3.82856	-1.15	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4
A_24_P160649	0.221751	2.79E-02	-2.66	-3.828984	-1.36	FAM20B	family with sequence similarity 20 member B
A_23_P27096	0.221906	2.79E-02	-2.66	-3.829865	-1.06	PFN1	profilin 1
A_24_P298616	0.221945	2.79E-02	2.66	-3.830231	1.12		
A_24_P304154	0.222097	2.80E-02	-2.66	-3.831223	-1.69	AMPD3	adenosine monophosphate deaminase 3
A_23_P159211	0.222097	2.80E-02	-2.66	-3.831289	-1.6		
A_23_P16415	0.222099	2.80E-02	2.66	-3.831873	1.44	LRP3	LDL receptor related protein 3
A_32_P65589	0.222099	2.80E-02	-2.66	-3.832081	-9.17E-01		
A_23_P30547	0.222099	2.80E-02	-2.66	-3.832093	-1.21	LCP2	lymphocyte cytosolic protein 2
A_23_P23983	0.222099	2.80E-02	-2.66	-3.83215	-1.11	FAM188A	family with sequence similarity 188 member A
A_24_P929888	0.222099	2.80E-02	-2.66	-3.832254	-1.25		
A_24_P178444	0.222141	2.80E-02	-2.66	-3.832631	-2.05		
A_24_P226700	0.222175	2.80E-02	2.66	-3.832974	1.11	HMBOX1	homeobox containing 1
A_23_P256855	0.222193	2.80E-02	-2.66	-3.83339	-1.01	XPO5	exportin 5
A_24_P49183	0.222193	2.80E-02	2.66	-3.833542	1.62	EXD3	exonuclease 3'-5' domain containing 3
A_24_P238118	0.222193	2.80E-02	-2.66	-3.833624	-1.23	PP12613	uncharacterized LOC100192379
A_24_P827491	0.222201	2.80E-02	2.66	-3.834033	1.03	PA2G4	proliferation-associated 2G4
A_24_P270999	0.222201	2.80E-02	-2.66	-3.834044	-1.37	SCN4A	sodium voltage-gated channel alpha subunit 4
A_24_P919989	0.222219	2.81E-02	2.66	-3.834492	2.39	ABCC5	ATP binding cassette subfamily C member 5
A_23_P66719	0.222219	2.81E-02	-2.66	-3.834614	-1.97	DHRS13	dehydrogenase/reductase 13
A_24_P147252	0.222219	2.81E-02	-2.66	-3.834692	-1.63	ZNF23	zinc finger protein 23
A_23_P165840	0.222222	2.81E-02	2.66	-3.834897	1.68	ODC1	ornithine decarboxylase 1
A_24_P327011	0.222368	2.81E-02	2.65	-3.835737	1.02	PPCDC	phosphopantothenoylcysteine decarboxylase
A_32_P234700	0.222675	2.81E-02	-2.65	-3.837289	-1.09		
A_23_P36305	0.22269	2.81E-02	2.65	-3.837545	1.26	ATG16L2	autophagy related 16 like 2
A_24_P140171	0.222727	2.82E-02	2.65	-3.837901	1.43	CRTAP	cartilage associated protein
A_32_P6562	0.222869	2.82E-02	2.65	-3.83911	1.42		
A_23_P146284	0.222869	2.82E-02	-2.65	-3.839143	-1.86	SQLE	squalene epoxidase
A_24_P275828	0.222869	2.82E-02	2.65	-3.839276	1.21	PGAP3	post-GPI attachment to proteins 3
A_32_P3914	0.222869	2.82E-02	-2.65	-3.83929	-1.66	WIPF3	WAS/WASL interacting protein family member 3
A_23_P347623	0.222935	2.82E-02	-2.65	-3.839771	-1.8	ERO1B	endoplasmic reticulum oxidoreductase 1 beta
A_23_P79732	0.222956	2.82E-02	2.65	-3.840104	1.12	RPS27A	ribosomal protein S27a
A_32_P125549	0.222956	2.82E-02	2.65	-3.840248	1.1		
A_32_P73413	0.22301	2.82E-02	2.65	-3.840922	1.17		
A_23_P66260	0.22301	2.82E-02	-2.65	-3.840985	-1.8	ZNF267	zinc finger protein 267
A_23_P86855	0.22301	2.82E-02	2.65	-3.841055	1.25	MACROD1	MACRO domain containing 1
A_32_P124245	0.22313	2.83E-02	2.65	-3.841875	1.44	OLIG3	oligodendrocyte transcription factor 3
A_32_P30891	0.22313	2.83E-02	2.65	-3.841966	1.09	LOC643201	centrosomal protein 192kDa pseudogene
A_23_P5415	0.223384	2.83E-02	2.65	-3.843278	1.03	NIF3L1	NGG1 interacting factor 3 like 1
A_24_P325107	0.223411	2.83E-02	-2.65	-3.843648	-1.14	FAM160B1	family with sequence similarity 160 member B1
A_24_P490746	0.223411	2.83E-02	-2.65	-3.843778	-1.06		
A_24_P205045	0.223584	2.84E-02	-2.65	-3.844731	-2.02	ERC2	ELKS/RAB6-interacting/CAST family member 2
A_24_P295590	0.223795	2.84E-02	-2.65	-3.845853	-1.87	RASSF4	Ras association domain family member 4
A_24_P59247	0.223835	2.84E-02	2.65	-3.846217	1.21		
A_23_P374149	0.223845	2.84E-02	-2.65	-3.846451	-1.37	CMTR1	cap methyltransferase 1
A_24_P311917	0.223877	2.84E-02	-2.65	-3.847008	-1.27	BTN3A3	butyrophilin subfamily 3 member A3
A_24_P310630	0.223877	2.84E-02	-2.65	-3.847027	-9.50E-01	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)
A_24_P340284	0.223877	2.84E-02	2.65	-3.847827	1.17	FGF22	fibroblast growth factor 22
A_23_P26511	0.223877	2.84E-02	2.65	-3.848029	1.05	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3
A_23_P251196	0.223877	2.84E-02	2.65	-3.848137	1.23		
A_23_P345445	0.223877	2.85E-02	-2.65	-3.848548	-1.92	LGALS8-AS1	LGALS8 antisense RNA 1
A_24_P29703	0.223877	2.85E-02	-2.65	-3.848559	-1.08	MKRN1	makorin ring finger protein 1
A_32_P221	0.223877	2.85E-02	-2.65	-3.848791	-1.04	C16orf78	chromosome 16 open reading frame 78
A_23_P49597	0.223877	2.85E-02	2.65	-3.848814	9.29E-01	PLSCR3	phospholipid scramblase 3
A_24_P366465	0.223877	2.85E-02	2.65	-3.848838	1.1		
A_32_P145599	0.223877	2.85E-02	-2.65	-3.84897	-1.6		
A_32_P225647	0.223877	2.85E-02	2.65	-3.848982	1.63		
A_23_P217609	0.223877	2.85E-02	2.65	-3.849054	1.32	RPL36A	ribosomal protein L36a
A_24_P328524	0.223932	2.85E-02	2.65	-3.849572	1.29	KALRN	"kalirin, RhoGEF kinase"
A_32_P751535	0.223932	2.85E-02	2.65	-3.849672	1.05		
A_32_P177937	0.223959	2.85E-02	2.65	-3.849984	2.04		
A_32_P226157	0.22397	2.85E-02	-2.65	-3.850221	-1.39	ZNF484	zinc finger protein 484
A_23_P25194	0.22413	2.85E-02	2.64	-3.851112	1.07	HRK	"harakiri, BCL2 interacting protein"
A_23_P14273	0.224276	2.86E-02	2.64	-3.851943	9.36E-01	ZFYVE21	zinc finger FYVE-type containing 21
A_23_P146198	0.224334	2.86E-02	-2.64	-3.852532	-1.48	CYP7A1	cytochrome P450 family 7 subfamily A member 1
A_24_P381136	0.224334	2.86E-02	-2.64	-3.852747	-1.2	PACSIN3	protein kinase C and casein kinase substrate in neurons 3
A_32_P159234	0.224334	2.86E-02	2.64	-3.852875	1.36	KIAA1456	KIAA1456
A_23_P211015	0.224334	2.86E-02	-2.64	-3.853206	-1.55	C21orf91	chromosome 21 open reading frame 91
A_23_P87379	0.224334	2.86E-02	2.64	-3.853239	1.84	PDE2A	phosphodiesterase 2A
A_23_P123582	0.224334	2.86E-02	-2.64	-3.853332	-1.08	IPPK	inositol-pentakisphosphate 2-kinase
A_23_P4112	0.224461	2.86E-02	-2.64	-3.854158	-1.42	PYY	peptide YY
A_24_P97687	0.224461	2.86E-02	-2.64	-3.854266	-1.1	HTR1A	5-hydroxytryptamine receptor 1A
A_32_P29582	0.224573	2.86E-02	2.64	-3.854957	1.05	RPL23AP87	ribosomal protein L23a pseudogene 87
A_23_P131646	0.224573	2.87E-02	2.64	-3.855137	9.74E-01	RPIA	ribose 5-phosphate isomerase A
A_32_P41604	0.224625	2.87E-02	2.64	-3.855553	1.42	F5	coagulation factor V
A_23_P329198	0.224699	2.87E-02	-2.64	-3.856218	-1.8	NABP1	nucleic acid binding protein 1
A_24_P786257	0.224699	2.87E-02	-2.64	-3.856484	-1.09		
A_23_P374862	0.224699	2.87E-02	-2.64	-3.856962	-1.94	CD55	CD55 molecule (Cromer blood group)
A_23_P3532	0.224699	2.87E-02	-2.64	-3.85713	-1.57	LITAF	lipopolysaccharide induced TNF factor
A_24_P344087	0.224699	2.87E-02	-2.64	-3.857379	-9.96E-01	REC8	REC8 meiotic recombination protein
A_24_P154868	0.224699	2.87E-02	-2.64	-3.8574	-1.78	MEP1A	meprin A subunit alpha
A_24_P307255	0.224699	2.87E-02	2.64	-3.85749	9.95E-01		
A_23_P102731	0.224699	2.87E-02	2.64	-3.85754	1.07	SMOX	spermine oxidase
A_24_P75948	0.224699	2.87E-02	2.64	-3.857575	1.17		
