ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P170246	0.44522	1.06E-01	-1.82	-4.98523	-1.51	OCRL	"OCRL, inositol polyphosphate-5-phosphatase"
A_24_P383769	0.44522	1.06E-01	-1.82	-4.985296	-8.46E-01		
A_23_P386514	0.44522	1.06E-01	-1.82	-4.985478	-8.96E-01	SCARB2	scavenger receptor class B member 2
A_23_P39356	0.44522	1.06E-01	1.82	-4.985601	9.28E-01	FFAR1	free fatty acid receptor 1
A_23_P84256	0.44522	1.06E-01	1.82	-4.985607	8.15E-01	MAP2K5	mitogen-activated protein kinase kinase 5
A_32_P179205	0.44522	1.06E-01	1.82	-4.985688	8.91E-01		
A_24_P594094	0.44522	1.06E-01	1.82	-4.98571	1.12		
A_23_P324679	0.44522	1.06E-01	1.82	-4.985879	1.82	PTK2	protein tyrosine kinase 2
A_23_P218369	0.44522	1.06E-01	-1.82	-4.985901	-1.82	CCL14	C-C motif chemokine ligand 14
A_24_P380348	0.44522	1.06E-01	1.82	-4.985988	9.39E-01	SMAP1	small ArfGAP 1
A_23_P56314	0.44524	1.06E-01	1.82	-4.986134	6.63E-01	UQCR11	"ubiquinol-cytochrome c reductase, complex III subunit XI"
A_23_P501849	0.44536	1.06E-01	1.82	-4.986667	6.35E-01	RPL13	ribosomal protein L13
A_32_P74831	0.44536	1.06E-01	1.82	-4.986676	6.61E-01		
A_23_P423926	0.44536	1.06E-01	1.82	-4.98668	8.21E-01	SS18L1	"SS18L1, nBAF chromatin remodeling complex subunit"
A_24_P931139	0.44536	1.06E-01	-1.82	-4.986746	-8.93E-01		
A_23_P129188	0.44563	1.06E-01	1.82	-4.987389	7.91E-01	CALML4	calmodulin like 4
A_32_P218636	0.44579	1.06E-01	1.82	-4.988208	7.67E-01	PHBP19	prohibitin pseudogene 19
A_23_P369733	0.44579	1.06E-01	1.82	-4.988237	1.03	RANBP10	RAN binding protein 10
A_23_P118095	0.44579	1.06E-01	-1.82	-4.988247	-6.81E-01	RPL3L	ribosomal protein L3 like
A_23_P368101	0.44579	1.06E-01	-1.82	-4.988319	-7.13E-01	SAP30L	SAP30 like
A_23_P135164	0.44579	1.06E-01	1.82	-4.988483	1.17	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
A_24_P915371	0.44579	1.06E-01	1.82	-4.98853	7.24E-01	COPS9	COP9 signalosome subunit 9
A_23_P156957	0.44579	1.06E-01	-1.82	-4.988742	-2.18	NCOA7	nuclear receptor coactivator 7
A_24_P33953	0.44579	1.06E-01	1.82	-4.988788	8.67E-01		
A_32_P225816	0.44579	1.07E-01	-1.82	-4.988853	-1.14	PRDM16	PR/SET domain 16
A_23_P161439	0.44579	1.07E-01	-1.82	-4.988877	-1.56	ADIRF	adipogenesis regulatory factor
A_32_P112263	0.44579	1.07E-01	1.82	-4.988877	1.19		
A_23_P92687	0.44579	1.07E-01	1.82	-4.988944	6.98E-01	DAP	death associated protein
A_32_P90759	0.44579	1.07E-01	-1.82	-4.988948	-7.49E-01	LOC101929122	uncharacterized LOC101929122
A_24_P410000	0.44579	1.07E-01	-1.82	-4.989096	-1.04		
A_23_P116414	0.44579	1.07E-01	-1.82	-4.989135	-1.66	PLA2G16	phospholipase A2 group XVI
A_23_P393880	0.44593	1.07E-01	1.82	-4.98951	1.25	ARFGEF3	ARFGEF family member 3
A_32_P38500	0.44596	1.07E-01	1.82	-4.989663	8.73E-01		
A_23_P7033	0.44598	1.07E-01	-1.82	-4.98989	-8.15E-01	MAGEF1	MAGE family member F1
A_32_P25118	0.44598	1.07E-01	-1.82	-4.989954	-1.06	MIR133A1HG	MIR133A1 host gene
A_23_P214300	0.44598	1.07E-01	1.82	-4.989996	9.76E-01	GSTA2	glutathione S-transferase alpha 2
A_24_P401670	0.44602	1.07E-01	1.82	-4.990262	6.98E-01		
A_24_P934565	0.44602	1.07E-01	1.82	-4.990263	1.63		
A_32_P177843	0.44614	1.07E-01	1.82	-4.9906	1.07		
A_23_P51548	0.44625	1.07E-01	1.82	-4.990917	8.46E-01	MGST3	microsomal glutathione S-transferase 3
A_24_P717609	0.44634	1.07E-01	1.82	-4.991199	7.59E-01		
A_23_P134502	0.44634	1.07E-01	-1.82	-4.991296	-7.87E-01	FZD1	frizzled class receptor 1
A_23_P156880	0.44638	1.07E-01	-1.82	-4.991534	-1.03	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1
A_24_P38363	0.44638	1.07E-01	1.82	-4.991636	7.42E-01	MYC	v-myc avian myelocytomatosis viral oncogene homolog
A_23_P214908	0.44638	1.07E-01	-1.82	-4.991686	-9.58E-01	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
A_24_P393864	0.44638	1.07E-01	-1.82	-4.991735	-8.97E-01	PHTF1	putative homeodomain transcription factor 1
A_23_P59397	0.44649	1.07E-01	-1.82	-4.992146	-9.27E-01	RSPH3	radial spoke 3 homolog
A_32_P192376	0.44649	1.07E-01	-1.82	-4.992178	-1.55	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1
A_23_P131646	0.44649	1.07E-01	1.82	-4.992248	6.92E-01	RPIA	ribose 5-phosphate isomerase A
A_32_P37474	0.44652	1.07E-01	1.82	-4.992405	1.1		
A_23_P66100	0.44658	1.07E-01	1.82	-4.992618	1.14	PGP	phosphoglycolate phosphatase
A_24_P402855	0.44658	1.07E-01	-1.82	-4.992715	-1.14	OPRPN	opiorphin prepropeptide
A_23_P144807	0.44659	1.07E-01	1.82	-4.992821	7.86E-01	8-Sep	septin 8
A_23_P8119	0.44667	1.07E-01	1.82	-4.993139	9.18E-01	ZBTB9	zinc finger and BTB domain containing 9
A_23_P136961	0.44667	1.07E-01	-1.82	-4.993252	-7.54E-01		
A_24_P902653	0.44667	1.07E-01	1.82	-4.993415	1.14		
A_32_P118568	0.44667	1.07E-01	1.82	-4.993479	1.42	RFPL1S	RFPL1 antisense RNA 1
A_23_P218685	0.44667	1.07E-01	-1.82	-4.993498	-7.81E-01	UBE2V1	ubiquitin conjugating enzyme E2 V1
A_32_P118942	0.44667	1.07E-01	1.82	-4.993546	8.77E-01		
A_24_P400616	0.4469	1.07E-01	-1.82	-4.994186	-1.25		
A_32_P27558	0.4469	1.07E-01	1.82	-4.994206	1.3		
A_24_P942648	0.44696	1.07E-01	1.81	-4.994426	1.2	EVL	Enah/Vasp-like
A_24_P891276	0.44715	1.07E-01	1.81	-4.994901	8.25E-01		
A_23_P360964	0.44716	1.07E-01	1.81	-4.995111	1.15	DACT3	dishevelled binding antagonist of beta catenin 3
A_32_P72553	0.44716	1.07E-01	-1.81	-4.995127	-1.01	ITPRIPL2	"inositol 1,4,5-trisphosphate receptor interacting protein like 2"
A_23_P106922	0.44722	1.07E-01	1.81	-4.995336	1.19	CHST6	carbohydrate sulfotransferase 6
A_23_P110135	0.44729	1.07E-01	1.81	-4.995572	1.13	WDR19	WD repeat domain 19
A_23_P212196	0.44736	1.07E-01	1.81	-4.995804	8.40E-01	OGG1	8-oxoguanine DNA glycosylase
A_23_P350234	0.44749	1.07E-01	-1.81	-4.996174	-1.07	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)
A_23_P337201	0.44751	1.07E-01	1.81	-4.99631	9.15E-01	SRP72	signal recognition particle 72
A_23_P42565	0.44753	1.07E-01	-1.81	-4.996526	-8.50E-01	HTR5A	5-hydroxytryptamine receptor 5A
A_23_P214587	0.44753	1.07E-01	-1.81	-4.996529	-8.64E-01	TRIM26	tripartite motif containing 26
A_24_P128140	0.44762	1.07E-01	-1.81	-4.996908	-7.64E-01	TPGS2	tubulin polyglutamylase complex subunit 2
A_24_P145019	0.44762	1.07E-01	1.81	-4.996997	9.77E-01	SCOC-AS1	SCOC antisense RNA 1
A_24_P509893	0.44762	1.07E-01	1.81	-4.997025	7.93E-01	LOC158402	uncharacterized LOC158402
A_23_P169978	0.44762	1.07E-01	-1.81	-4.997092	-1.08	ZNF608	zinc finger protein 608
A_23_P94174	0.44768	1.07E-01	1.81	-4.997296	8.17E-01	MRPL15	mitochondrial ribosomal protein L15
A_24_P159948	0.44797	1.08E-01	-1.81	-4.998088	-1	ARFRP1	ADP ribosylation factor related protein 1
A_23_P136371	0.44797	1.08E-01	1.81	-4.998102	1.25	NDST4	N-deacetylase and N-sulfotransferase 4
A_32_P157228	0.44797	1.08E-01	1.81	-4.998288	1.06	AHCTF1	AT-hook containing transcription factor 1
A_32_P856141	0.44797	1.08E-01	1.81	-4.998397	1.1	NFYC-AS1	NFYC antisense RNA 1
A_24_P136352	0.44797	1.08E-01	1.81	-4.998512	9.34E-01	HECTD4	HECT domain E3 ubiquitin protein ligase 4
A_23_P128624	0.44797	1.08E-01	1.81	-4.998512	7.04E-01	CARS2	"cysteinyl-tRNA synthetase 2, mitochondrial (putative)"
A_23_P105747	0.44797	1.08E-01	1.81	-4.998548	1.03	APPL2	"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
A_23_P6119	0.44807	1.08E-01	-1.81	-4.998846	-7.56E-01	SEC23B	"Sec23 homolog B, coat complex II component"
A_23_P200267	0.44811	1.08E-01	1.81	-4.999171	8.43E-01	PCNX2	pecanex homolog 2 (Drosophila)
A_32_P221631	0.44811	1.08E-01	1.81	-4.999231	1.02		
A_23_P82950	0.44811	1.08E-01	1.81	-4.999359	7.98E-01	PCM1	pericentriolar material 1
A_23_P29684	0.44811	1.08E-01	-1.81	-4.999391	-1.02	VILL	villin like
A_23_P50008	0.44811	1.08E-01	1.81	-4.999392	8.01E-01	TTC19	tetratricopeptide repeat domain 19
A_23_P81522	0.44811	1.08E-01	-1.81	-4.999484	-9.55E-01	TTC33	tetratricopeptide repeat domain 33
A_32_P38806	0.44814	1.08E-01	1.81	-4.999642	8.77E-01		
A_24_P402238	0.44827	1.08E-01	-1.81	-5.000129	-1.09	TGM4	transglutaminase 4
A_24_P206305	0.44827	1.08E-01	-1.81	-5.000153	-8.28E-01	MICALL2	MICAL like 2
A_23_P349343	0.44827	1.08E-01	-1.81	-5.000177	-1.17	ALS2CR12	amyotrophic lateral sclerosis 2 chromosome region candidate 12
A_32_P37584	0.4484	1.08E-01	1.81	-5.000545	1.09		
A_23_P145437	0.44843	1.08E-01	-1.81	-5.000695	-6.84E-01	PHIP	pleckstrin homology domain interacting protein
A_23_P341567	0.44844	1.08E-01	-1.81	-5.000806	-1.02	SLC9B2	solute carrier family 9 member B2
A_32_P162357	0.44853	1.08E-01	1.81	-5.00109	9.53E-01	CISD2	CDGSH iron sulfur domain 2
A_23_P20823	0.44854	1.08E-01	1.81	-5.001193	8.12E-01	WDR34	WD repeat domain 34
A_32_P204330	0.44855	1.08E-01	-1.81	-5.001308	-8.07E-01	DENND1B	DENN domain containing 1B
A_23_P58102	0.44865	1.08E-01	1.81	-5.001641	6.60E-01	EXOSC7	exosome component 7
A_23_P383227	0.44865	1.08E-01	1.81	-5.001777	1.03	S100A1	S100 calcium binding protein A1
A_24_P910971	0.44865	1.08E-01	1.81	-5.00189	1.54		
A_23_P330461	0.44865	1.08E-01	1.81	-5.001934	7.91E-01	TMC4	transmembrane channel like 4
A_23_P117190	0.44865	1.08E-01	-1.81	-5.00197	-6.80E-01	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15
A_23_P95640	0.4488	1.08E-01	1.81	-5.002378	1.75	C1orf186	chromosome 1 open reading frame 186
A_24_P221154	0.44881	1.08E-01	1.81	-5.002635	1.27	ABCD3	ATP binding cassette subfamily D member 3
A_23_P255263	0.44881	1.08E-01	-1.81	-5.002658	-8.32E-01	STOM	stomatin
A_23_P154894	0.44881	1.08E-01	1.81	-5.002696	9.04E-01	CSTB	cystatin B
A_23_P133068	0.44881	1.08E-01	1.81	-5.002767	1.05	ANK2	"ankyrin 2, neuronal"
A_23_P168329	0.44881	1.08E-01	-1.81	-5.002937	-1.32	TINAG	tubulointerstitial nephritis antigen
A_23_P205194	0.44881	1.08E-01	-1.81	-5.00299	-1.29	DCUN1D2	defective in cullin neddylation 1 domain containing 2
A_24_P71244	0.44881	1.08E-01	1.81	-5.003041	7.57E-01	PIK3CD	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
A_24_P927569	0.44889	1.08E-01	-1.81	-5.0033	-1.11		
A_23_P404698	0.44891	1.08E-01	-1.81	-5.003432	-9.45E-01	COL6A5	collagen type VI alpha 5 chain
A_24_P187448	0.44901	1.08E-01	-1.81	-5.003802	-9.97E-01		
A_32_P118348	0.44901	1.08E-01	1.81	-5.003822	8.73E-01		
A_32_P213330	0.44911	1.08E-01	1.81	-5.004165	1.26	ARHGEF28	Rho guanine nucleotide exchange factor 28
A_23_P131737	0.44911	1.08E-01	-1.81	-5.004205	-7.26E-01	VPS54	"VPS54, GARP complex subunit"
A_32_P16339	0.4492	1.08E-01	-1.81	-5.004497	-8.22E-01	APLF	aprataxin and PNKP like factor
A_32_P60223	0.44927	1.08E-01	1.81	-5.004717	1.27	ING5	inhibitor of growth family member 5
A_32_P8653	0.44937	1.08E-01	1.81	-5.005024	8.71E-01	TPRG1-AS1	TPRG1 antisense RNA 1
A_23_P162540	0.44949	1.08E-01	-1.81	-5.005353	-6.52E-01	KCTD10	potassium channel tetramerization domain containing 10
A_23_P208698	0.44963	1.08E-01	-1.81	-5.005729	-9.29E-01	GYS1	glycogen synthase 1
A_24_P213325	0.44964	1.08E-01	1.81	-5.005852	8.56E-01		
A_23_P167256	0.44995	1.09E-01	1.81	-5.006579	8.49E-01	JADE1	jade family PHD finger 1
A_23_P33886	0.45008	1.09E-01	-1.81	-5.006926	-7.91E-01	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)
A_23_P158318	0.45023	1.09E-01	-1.81	-5.007317	-1.29	ROR2	receptor tyrosine kinase like orphan receptor 2
A_24_P261203	0.45046	1.09E-01	1.81	-5.007882	9.01E-01	GTF3C4	general transcription factor IIIC subunit 4
A_23_P72187	0.45049	1.09E-01	-1.81	-5.008294	-6.70E-01	MED14	mediator complex subunit 14
A_32_P175934	0.45049	1.09E-01	-1.81	-5.008319	-1.17	CD48	CD48 molecule
A_23_P202080	0.45049	1.09E-01	-1.8	-5.008384	-7.85E-01	TSPAN14	tetraspanin 14
A_23_P42718	0.45049	1.09E-01	-1.8	-5.008418	-8.49E-01	NFE2L3	"nuclear factor, erythroid 2 like 3"
A_23_P25305	0.45049	1.09E-01	-1.8	-5.008449	-1.12	ASCL1	achaete-scute family bHLH transcription factor 1
A_23_P206510	0.45049	1.09E-01	1.8	-5.008491	8.94E-01	GLG1	golgi glycoprotein 1
A_23_P161909	0.4505	1.09E-01	1.8	-5.008609	1.32	MS4A3	membrane spanning 4-domains A3
A_24_P815488	0.45062	1.09E-01	-1.8	-5.009093	-9.08E-01		
A_24_P13682	0.45062	1.09E-01	1.8	-5.009122	6.80E-01	TLE3	transducin like enhancer of split 3
A_32_P20697	0.45062	1.09E-01	-1.8	-5.009139	-6.62E-01	CLK3	CDC like kinase 3
A_24_P230938	0.45062	1.09E-01	1.8	-5.009224	1.52	MORN4	MORN repeat containing 4
A_23_P154740	0.45073	1.09E-01	1.8	-5.00955	8.78E-01	KIZ	kizuna centrosomal protein
A_23_P78554	0.45087	1.09E-01	-1.8	-5.010026	-8.00E-01	FBXL12	F-box and leucine rich repeat protein 12
A_23_P203505	0.45087	1.09E-01	-1.8	-5.010091	-1.28	TRIM5	tripartite motif containing 5
A_24_P936319	0.45087	1.09E-01	1.8	-5.010238	8.06E-01	GAB1	GRB2 associated binding protein 1
A_23_P162127	0.45087	1.09E-01	-1.8	-5.010319	-7.29E-01	CCDC90B	coiled-coil domain containing 90B
A_32_P221694	0.45087	1.09E-01	1.8	-5.010367	7.85E-01	ADAL	adenosine deaminase like
A_23_P201319	0.45087	1.09E-01	1.8	-5.010372	1.03	DISP1	dispatched RND transporter family member 1
A_32_P100428	0.45095	1.09E-01	-1.8	-5.010642	-7.06E-01	UBE2L3	ubiquitin conjugating enzyme E2 L3
A_24_P165205	0.45099	1.09E-01	1.8	-5.010966	1.36	MORN1	MORN repeat containing 1
A_24_P628384	0.45099	1.09E-01	1.8	-5.01099	1.07	ALKBH2	"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
A_24_P526190	0.45099	1.09E-01	-1.8	-5.01099	-1.31	LOC643201	centrosomal protein 192kDa pseudogene
A_23_P19369	0.45099	1.09E-01	-1.8	-5.011081	-7.91E-01	CARMIL1	capping protein regulator and myosin 1 linker 1
A_24_P304549	0.45103	1.09E-01	1.8	-5.011445	1	LAMP1	lysosomal associated membrane protein 1
A_23_P252681	0.45103	1.09E-01	-1.8	-5.011486	-8.02E-01	PCYT1A	"phosphate cytidylyltransferase 1, choline, alpha"
A_23_P426196	0.45103	1.09E-01	1.8	-5.011527	6.75E-01	MAST3	microtubule associated serine/threonine kinase 3
A_23_P407080	0.45103	1.09E-01	-1.8	-5.011542	-8.69E-01	MROH2B	maestro heat like repeat family member 2B
A_32_P190769	0.45116	1.09E-01	1.8	-5.011886	8.06E-01	C1QTNF7	C1q and tumor necrosis factor related protein 7
A_23_P34307	0.45133	1.09E-01	1.8	-5.012319	6.37E-01	PIGK	phosphatidylinositol glycan anchor biosynthesis class K
A_24_P235429	0.45151	1.09E-01	1.8	-5.012817	1.15	ABCA1	ATP binding cassette subfamily A member 1
A_23_P384108	0.45151	1.09E-01	1.8	-5.012884	9.98E-01	FAAP20	Fanconi anemia core complex associated protein 20
A_24_P341344	0.45157	1.09E-01	1.8	-5.013085	7.32E-01	TMEM75	transmembrane protein 75
A_24_P943238	0.45158	1.09E-01	1.8	-5.013278	8.70E-01		
A_24_P934497	0.45158	1.09E-01	-1.8	-5.013301	-7.78E-01		
A_23_P26922	0.45162	1.09E-01	1.8	-5.013509	7.71E-01	HDAC5	histone deacetylase 5
A_24_P735306	0.45162	1.09E-01	1.8	-5.013554	7.99E-01	PRKAG2-AS1	PRKAG2 antisense RNA 1
A_23_P204609	0.45169	1.09E-01	-1.8	-5.013794	-6.83E-01	VEZT	"vezatin, adherens junctions transmembrane protein"
A_24_P683013	0.45174	1.09E-01	-1.8	-5.013995	-1.43	C8orf88	chromosome 8 open reading frame 88
A_24_P693986	0.45181	1.09E-01	1.8	-5.014217	1.2	TRNP1	TMF1-regulated nuclear protein 1
A_23_P255663	0.45202	1.10E-01	1.8	-5.014734	6.95E-01	MANEA	mannosidase endo-alpha
A_24_P269327	0.45209	1.10E-01	-1.8	-5.015007	-7.22E-01		
A_23_P64404	0.45209	1.10E-01	-1.8	-5.01507	-8.09E-01	FADS3	fatty acid desaturase 3
A_23_P406644	0.45214	1.10E-01	-1.8	-5.015338	-7.21E-01		
A_24_P329152	0.45214	1.10E-01	-1.8	-5.015345	-9.40E-01	CD2AP	CD2 associated protein
A_23_P166663	0.45215	1.10E-01	1.8	-5.015534	1.09	APPL1	"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"
A_23_P155733	0.45215	1.10E-01	-1.8	-5.015665	-7.05E-01	KCNIP4	potassium voltage-gated channel interacting protein 4
A_23_P26314	0.45215	1.10E-01	1.8	-5.015737	7.08E-01	ZNF319	zinc finger protein 319
A_24_P272254	0.45215	1.10E-01	1.8	-5.015742	1.26	SPACA5	sperm acrosome associated 5
A_32_P9057	0.45234	1.10E-01	1.8	-5.016214	1.33		
A_23_P161918	0.45234	1.10E-01	1.8	-5.016308	7.58E-01	CCDC86	coiled-coil domain containing 86
A_24_P775249	0.4525	1.10E-01	1.8	-5.016714	8.94E-01	LINC00909	long intergenic non-protein coding RNA 909
A_24_P528846	0.45253	1.10E-01	-1.8	-5.016862	-7.71E-01		
A_23_P123330	0.45263	1.10E-01	1.8	-5.017311	6.61E-01	RPL30	ribosomal protein L30
A_23_P125451	0.45263	1.10E-01	-1.8	-5.017351	-1.02	PTPRC	"protein tyrosine phosphatase, receptor type C"
A_23_P93844	0.45263	1.10E-01	1.8	-5.017352	1.2	TOMM7	translocase of outer mitochondrial membrane 7
A_32_P58999	0.45264	1.10E-01	1.8	-5.017542	6.65E-01		
A_23_P73747	0.45264	1.10E-01	-1.8	-5.017551	-1.44	ARMCX2	"armadillo repeat containing, X-linked 2"
A_23_P27013	0.45273	1.10E-01	1.8	-5.017825	1.29	HOXB9	homeobox B9
A_24_P902313	0.45276	1.10E-01	1.8	-5.017975	6.99E-01	SNHG19	small nucleolar RNA host gene 19
A_24_P267997	0.45278	1.10E-01	-1.8	-5.018242	-7.76E-01	TOR1AIP1	torsin 1A interacting protein 1
A_24_P358164	0.45278	1.10E-01	1.8	-5.01834	7.71E-01	RPSA	ribosomal protein SA
A_23_P257445	0.45278	1.10E-01	1.8	-5.018363	8.11E-01		
A_24_P110743	0.45278	1.10E-01	-1.8	-5.01839	-7.65E-01		
A_23_P14464	0.45294	1.10E-01	-1.8	-5.018824	-1.19	EXOC5	exocyst complex component 5
A_23_P140423	0.45294	1.10E-01	1.8	-5.018899	7.37E-01	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1
A_23_P365817	0.45298	1.10E-01	1.8	-5.019065	8.76E-01	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B
A_23_P21862	0.45298	1.10E-01	-1.8	-5.019306	-1.13		
A_23_P202918	0.45298	1.10E-01	1.8	-5.019455	1.25	KCNJ1	potassium voltage-gated channel subfamily J member 1
A_32_P56143	0.45298	1.10E-01	1.8	-5.019474	1.32		
A_23_P10701	0.45298	1.10E-01	-1.8	-5.019476	-1.38	APBB2	amyloid beta precursor protein binding family B member 2
A_32_P127997	0.45298	1.10E-01	-1.8	-5.019609	-8.16E-01	LOC644656	uncharacterized LOC644656
A_32_P229065	0.45298	1.10E-01	-1.8	-5.019632	-8.17E-01	TIPRL	TOR signaling pathway regulator
A_23_P13359	0.45298	1.10E-01	-1.8	-5.019734	-6.43E-01	NXF1	nuclear RNA export factor 1
A_32_P68566	0.45298	1.10E-01	-1.8	-5.019795	-8.33E-01		
A_23_P50269	0.45304	1.10E-01	-1.8	-5.02006	-7.63E-01	CXCL17	C-X-C motif chemokine ligand 17
A_24_P75778	0.45304	1.10E-01	1.8	-5.020157	7.49E-01		
A_24_P920712	0.45304	1.10E-01	-1.8	-5.020195	-7.85E-01		
A_32_P75902	0.45336	1.10E-01	1.8	-5.020934	1.04	MEIOB	meiosis specific with OB domains
A_23_P44781	0.45336	1.10E-01	1.8	-5.021022	1.03	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1
A_24_P373333	0.45358	1.10E-01	-1.8	-5.021593	-8.01E-01	FAM192A	family with sequence similarity 192 member A
A_32_P139311	0.45358	1.10E-01	1.8	-5.021649	1.27		
A_23_P9823	0.4537	1.10E-01	1.8	-5.021979	1.13	MLXIP	MLX interacting protein
A_23_P59976	0.4543	1.11E-01	-1.79	-5.023289	-8.99E-01	GML	glycosylphosphatidylinositol anchored molecule like
A_23_P36166	0.45432	1.11E-01	-1.79	-5.023596	-1.3	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
A_24_P350124	0.45432	1.11E-01	-1.79	-5.023644	-7.13E-01	RNF213	ring finger protein 213
A_23_P380092	0.45432	1.11E-01	-1.79	-5.023807	-8.76E-01	ERP44	endoplasmic reticulum protein 44
A_23_P316960	0.45432	1.11E-01	-1.79	-5.023824	-1.03	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1
A_32_P23360	0.45432	1.11E-01	1.79	-5.02385	8.90E-01	YPEL2	yippee like 2
A_32_P181222	0.45432	1.11E-01	1.79	-5.023878	1.85	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
A_24_P87257	0.45455	1.11E-01	1.79	-5.024432	8.96E-01	RCOR1	REST corepressor 1
A_32_P203500	0.45458	1.11E-01	-1.79	-5.02458	-9.42E-01	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
A_23_P365494	0.45477	1.11E-01	-1.79	-5.0251	-1.66	UNC13A	unc-13 homolog A
A_24_P680606	0.45477	1.11E-01	1.79	-5.025148	6.23E-01		
A_23_P12363	0.45479	1.11E-01	1.79	-5.02528	9.68E-01	ROR1	receptor tyrosine kinase like orphan receptor 1
A_24_P940831	0.4548	1.11E-01	1.79	-5.025395	7.54E-01	ACSS1	acyl-CoA synthetase short-chain family member 1
A_23_P62607	0.4548	1.11E-01	-1.79	-5.025572	-1.03	IL22RA1	interleukin 22 receptor subunit alpha 1
A_24_P340866	0.4548	1.11E-01	1.79	-5.025701	7.30E-01		
A_23_P39110	0.4548	1.11E-01	1.79	-5.025709	8.23E-01	RUVBL2	RuvB like AAA ATPase 2
A_24_P917015	0.4548	1.11E-01	1.79	-5.02576	9.84E-01	DYNC2H1	dynein cytoplasmic 2 heavy chain 1
A_24_P600374	0.45499	1.11E-01	1.79	-5.026223	7.36E-01		
A_32_P218046	0.455	1.11E-01	-1.79	-5.026354	-9.33E-01	CCDC37-AS1	CCDC37 antisense RNA 1 (head to head)
A_24_P606835	0.455	1.11E-01	-1.79	-5.02642	-2		
A_23_P13344	0.45507	1.11E-01	1.79	-5.026658	8.95E-01	EEF1G	eukaryotic translation elongation factor 1 gamma
A_24_P937281	0.4551	1.11E-01	-1.79	-5.026825	-8.20E-01		
A_32_P100464	0.4551	1.11E-01	1.79	-5.026908	9.81E-01	TGFBR3L	transforming growth factor beta receptor 3 like
A_23_P128868	0.45514	1.11E-01	1.79	-5.027127	1.15	OR11H12	olfactory receptor family 11 subfamily H member 12
A_23_P165598	0.45514	1.11E-01	1.79	-5.027162	1.71	DAPL1	death associated protein like 1
A_23_P86623	0.45519	1.11E-01	-1.79	-5.027362	-1.06	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
A_23_P81811	0.45521	1.11E-01	-1.79	-5.027501	-8.76E-01	TJAP1	tight junction associated protein 1
A_32_P90615	0.45521	1.11E-01	1.79	-5.027611	1.57		
A_24_P401949	0.45521	1.11E-01	-1.79	-5.02767	-8.20E-01		
A_23_P44849	0.45553	1.11E-01	-1.79	-5.028395	-6.30E-01	KCTD13	potassium channel tetramerization domain containing 13
A_23_P165636	0.45562	1.11E-01	1.79	-5.028757	1.09	CAPG	"capping actin protein, gelsolin like"
A_23_P395582	0.45562	1.11E-01	-1.79	-5.028927	-8.16E-01	ZFP42	ZFP42 zinc finger protein
A_24_P345081	0.45562	1.11E-01	1.79	-5.028929	1.2	NBPF3	neuroblastoma breakpoint family member 3
A_23_P377750	0.45562	1.11E-01	-1.79	-5.028949	-8.08E-01	FGF10	fibroblast growth factor 10
A_23_P113317	0.45568	1.11E-01	1.79	-5.02924	8.41E-01	P4HTM	"prolyl 4-hydroxylase, transmembrane"
A_24_P273074	0.45568	1.11E-01	1.79	-5.029254	9.27E-01		
A_24_P196519	0.45569	1.11E-01	1.79	-5.029537	1.63	MTAP	methylthioadenosine phosphorylase
A_24_P372012	0.45569	1.11E-01	-1.79	-5.029671	-1.37	ICA1	islet cell autoantigen 1
A_23_P115872	0.45569	1.11E-01	1.79	-5.029723	1.86	CEP55	centrosomal protein 55
A_23_P66421	0.45569	1.11E-01	1.79	-5.029757	6.39E-01	NAT9	N-acetyltransferase 9 (putative)
A_23_P259272	0.45569	1.11E-01	1.79	-5.02979	6.39E-01	WSB2	WD repeat and SOCS box containing 2
A_23_P26916	0.45569	1.11E-01	1.79	-5.029823	8.66E-01	HDAC5	histone deacetylase 5
A_24_P508410	0.45576	1.11E-01	1.79	-5.0301	7.87E-01	RPSA	ribosomal protein SA
A_23_P17821	0.45576	1.11E-01	-1.79	-5.030144	-8.03E-01	PLA2G3	phospholipase A2 group III
A_24_P588578	0.45577	1.11E-01	1.79	-5.030259	6.52E-01		
